?pdgmlabel	?prop1	?val1
"wolaytta-VSmplAffInfinitiveMonoradical-b"	"person"	"⊤"
"wolaytta-VSmplAffInfinitiveMonoradical-b"	"polarity"	"affirmative"
"wolaytta-VSmplAffInfinitiveMonoradical-b"	"pos"	"verb"
"wolaytta-VSmplAffInfinitiveMonoradical-b"	"tam"	"U"
"wolaytta-VSmplAffInfinitiveMonoradical-b"	"tam"	"⊤"
"wolaytta-VSmplAffInfinitiveMonoradical-b"	"verbMorphClass"	"monoradical"
"wolaytta-VSmplNegCommandJuss-oott"	"complement"	"simple"
"wolaytta-VSmplNegCommandJuss-oott"	"gender"	"f"
"wolaytta-VSmplNegCommandJuss-oott"	"gender"	"m"
"wolaytta-VSmplNegCommandJuss-oott"	"gender"	"⊤"
"wolaytta-VSmplNegCommandJuss-oott"	"mood"	"command"
"wolaytta-VSmplNegCommandJuss-oott"	"ns#type"	"Term"
"wolaytta-VSmplNegCommandJuss-oott"	"number"	"pl"
"wolaytta-VSmplNegCommandJuss-oott"	"number"	"sg"
"wolaytta-VSmplNegCommandJuss-oott"	"person"	"p1"
"wolaytta-VSmplNegCommandJuss-oott"	"person"	"p2"
"wolaytta-VSmplNegCommandJuss-oott"	"person"	"p3"
"wolaytta-VSmplNegCommandJuss-oott"	"polarity"	"negative"
"wolaytta-VSmplNegCommandJuss-oott"	"pos"	"verb"
"wolaytta-VSmplNegCommandJuss-oott"	"tam"	"jussive"
"wolaytta-VSmplNegHypothAorProgr-oott"	"complement"	"simple"
"wolaytta-VSmplNegHypothAorProgr-oott"	"gender"	"f"
"wolaytta-VSmplNegHypothAorProgr-oott"	"gender"	"m"
"wolaytta-VSmplNegHypothAorProgr-oott"	"gender"	"⊤"
"wolaytta-VSmplNegHypothAorProgr-oott"	"mood"	"hypothetical"
"wolaytta-VSmplNegHypothAorProgr-oott"	"ns#type"	"Term"
"wolaytta-VSmplNegHypothAorProgr-oott"	"number"	"pl"
"wolaytta-VSmplNegHypothAorProgr-oott"	"number"	"sg"
"wolaytta-VSmplNegHypothAorProgr-oott"	"person"	"p1"
"wolaytta-VSmplNegHypothAorProgr-oott"	"person"	"p2"
"wolaytta-VSmplNegHypothAorProgr-oott"	"person"	"p3"
"wolaytta-VSmplNegHypothAorProgr-oott"	"polarity"	"negative"
"wolaytta-VSmplNegHypothAorProgr-oott"	"pos"	"verb"
"wolaytta-VSmplNegHypothAorProgr-oott"	"tam"	"aoristProgressive"
"wolaytta-VSmplAffCommandJussMonoradical-b"	"complement"	"simple"
"wolaytta-VSmplAffCommandJussMonoradical-b"	"gender"	"⊤"
"wolaytta-VSmplAffCommandJussMonoradical-b"	"mood"	"command"
"wolaytta-VSmplAffCommandJussMonoradical-b"	"ns#type"	"Term"
"wolaytta-VSmplAffCommandJussMonoradical-b"	"number"	"pl"
"wolaytta-VSmplAffCommandJussMonoradical-b"	"person"	"p2"
"wolaytta-VSmplAffCommandJussMonoradical-b"	"polarity"	"affirmative"
"wolaytta-VSmplAffCommandJussMonoradical-b"	"pos"	"verb"
"wolaytta-VSmplAffCommandJussMonoradical-b"	"tam"	"jussive"
"wolaytta-VSmplAffCommandJussMonoradical-b"	"verbMorphClass"	"monoradical"
"wolaytta-VSmplAffIndicFutMonoradical-m"	"complement"	"simple"
"wolaytta-VSmplAffIndicFutMonoradical-m"	"gender"	"⊤"
"wolaytta-VSmplAffIndicFutMonoradical-m"	"mood"	"indicative"
"wolaytta-VSmplAffIndicFutMonoradical-m"	"ns#type"	"Term"
"wolaytta-VSmplAffIndicFutMonoradical-m"	"number"	"sg"
"wolaytta-VSmplAffIndicFutMonoradical-m"	"person"	"p2"
"wolaytta-VSmplAffIndicFutMonoradical-m"	"polarity"	"affirmative"
"wolaytta-VSmplAffIndicFutMonoradical-m"	"pos"	"verb"
"wolaytta-VSmplAffIndicFutMonoradical-m"	"tam"	"future"
"wolaytta-VSmplAffIndicFutMonoradical-m"	"verbMorphClass"	"monoradical"
"wolaytta-VSmplNegSubjPast-oott"	"complement"	"simple"
"wolaytta-VSmplNegSubjPast-oott"	"gender"	"f"
"wolaytta-VSmplNegSubjPast-oott"	"gender"	"m"
"wolaytta-VSmplNegSubjPast-oott"	"gender"	"⊤"
"wolaytta-VSmplNegSubjPast-oott"	"mood"	"subjunctivepdgmLex"
"wolaytta-VSmplNegSubjPast-oott"	"ns#type"	"Term"
"wolaytta-VSmplNegSubjPast-oott"	"number"	"pl"
"wolaytta-VSmplNegSubjPast-oott"	"number"	"sg"
"wolaytta-VSmplNegSubjPast-oott"	"person"	"p1"
"wolaytta-VSmplNegSubjPast-oott"	"person"	"p2"
"wolaytta-VSmplNegSubjPast-oott"	"person"	"p3"
"wolaytta-VSmplNegSubjPast-oott"	"polarity"	"negative"
"wolaytta-VSmplNegSubjPast-oott"	"pos"	"verb"
"wolaytta-VSmplNegSubjPast-oott"	"tam"	"past"
