?lang	?langVar	?property	?value
"afar"		"case"	"absolutive"
"afar"		"case"	"emphatic"
"afar"		"case"	"emphatic-m"
"afar"		"case"	"nominative"
"afar"		"case"	"possessive-m"
"afar"		"case"	"reflexive"
"afar"		"conjClass"	"compoundIntransitive"
"afar"		"conjClass"	"compoundStative"
"afar"		"conjClass"	"compoundTransitive"
"afar"		"conjClass"	"prefix"
"afar"		"conjClass"	"stative"
"afar"		"conjClass"	"stativeIrregular"
"afar"		"conjClass"	"suffix"
"afar"		"gender"	"f"
"afar"		"gender"	"m"
"afar"		"gender"	"⊤"
"afar"		"lang"	"afar"
"afar"		"mainStem"	"eForm--invar"
"afar"		"mainStem"	"imperative"
"afar"		"mainStem"	"imperfect"
"afar"		"mainStem"	"imperfect-m"
"afar"		"mainStem"	"imperfectParticiple"
"afar"		"mainStem"	"jussive"
"afar"		"mainStem"	"ma-requestive"
"afar"		"mainStem"	"mà-imperfect"
"afar"		"mainStem"	"mà-stem"
"afar"		"mainStem"	"mà-stem-in--imperative"
"afar"		"mainStem"	"participle-k--invar"
"afar"		"mainStem"	"perfect"
"afar"		"mainStem"	"perfect-m"
"afar"		"mainStem"	"perfectParticiple"
"afar"		"mainStem"	"requestive"
"afar"		"mainStem"	"stem"
"afar"		"mainStem"	"u-Form"
"afar"		"nonFiniteForm"	"nonFinite"
"afar"		"ns#type"	"Term"
"afar"		"ns#type"	"lexid"
"afar"		"number"	"pl"
"afar"		"number"	"sg"
"afar"		"pdgmSubType"	"subjMarker"
"afar"		"pdgmType"	"compound"
"afar"		"pdgmType"	"stemForm"
"afar"		"person"	"p1"
"afar"		"person"	"p2"
"afar"		"person"	"p3"
"afar"		"person"	"pNon-1"
"afar"		"person"	"⊤"
"afar"		"polarity"	"affirmative"
"afar"		"polarity"	"negative"
"afar"		"pos"	"pronoun"
"afar"		"pos"	"verb"
"afar"		"proClass"	"independent"
"afar"		"proClass"	"nonReflexive"
"afar"		"proClass"	"possessiveDefinite"
"afar"		"proClass"	"reflexive"
"afar"		"tam"	"VH-Participle"
"afar"		"tam"	"anticipatory"
"afar"		"tam"	"conditional1"
"afar"		"tam"	"conditional2"
"afar"		"tam"	"contrafactual"
"afar"		"tam"	"contrafactualStative"
"afar"		"tam"	"hypothetical"
"afar"		"tam"	"i-Form"
"afar"		"tam"	"imperative"
"afar"		"tam"	"imperative--p2Only"
"afar"		"tam"	"imperfect"
"afar"		"tam"	"imperfectAnticipatory"
"afar"		"tam"	"imperfectPast1"
"afar"		"tam"	"imperfectPast2"
"afar"		"tam"	"imperfectPresent"
"afar"		"tam"	"imperfectProbable1"
"afar"		"tam"	"imperfectProbable2"
"afar"		"tam"	"infinitive"
"afar"		"tam"	"intentive"
"afar"		"tam"	"jussive"
"afar"		"tam"	"pastState1"
"afar"		"tam"	"pastState2"
"afar"		"tam"	"perfect"
"afar"		"tam"	"perfectAnticipatory"
"afar"		"tam"	"perfectConditional"
"afar"		"tam"	"perfectPast1"
"afar"		"tam"	"perfectPast2"
"afar"		"tam"	"perfectPresent"
"afar"		"tam"	"perfectProbable"
"afar"		"tam"	"presentState1"
"afar"		"tam"	"presentState2"
"afar"		"tam"	"probable"
"afar"		"tam"	"purposive1"
"afar"		"tam"	"purposive2"
"afar"		"tam"	"relativeIndeterminate"
"afar"		"tam"	"requestive"
"afar"		"tam"	"requestive--p1Only"
"afar"		"tamToken"	"VHPart"
"afar"		"tokenType"	"affix"
"akkadian"	"OB"	"ablautClass"	""
"akkadian"	"OB"	"ablautClass"	"a-iClass"
"akkadian"	"OB"	"ablautClass"	"a-uClass"
"akkadian"	"OB"	"ablautClass"	"aClass"
"akkadian"	"OB"	"ablautClass"	"e-uClass"
"akkadian"	"OB"	"ablautClass"	"eClass"
"akkadian"	"OB"	"ablautClass"	"iClass"
"akkadian"	"OB"	"ablautClass"	"uClass"
"akkadian"	"OB"	"ablautClass"	"⊤"
"akkadian"	"OB"	"case"	"accusative"
"akkadian"	"OB"	"case"	"dative"
"akkadian"	"OB"	"case"	"genAcc"
"akkadian"	"OB"	"case"	"genitive"
"akkadian"	"OB"	"case"	"nominative"
"akkadian"	"OB"	"case"	"oblique"
"akkadian"	"OB"	"case"	"possessive"
"akkadian"	"OB"	"deixis"	"far"
"akkadian"	"OB"	"deixis"	"near"
"akkadian"	"OB"	"dervStem"	"B"
"akkadian"	"OB"	"dervStem"	"Bt"
"akkadian"	"OB"	"dervStem"	"Btn"
"akkadian"	"OB"	"dervStem"	"D"
"akkadian"	"OB"	"dervStem"	"Dt"
"akkadian"	"OB"	"dervStem"	"Dtn"
"akkadian"	"OB"	"dervStem"	"N"
"akkadian"	"OB"	"dervStem"	"Ntn"
"akkadian"	"OB"	"dervStem"	"S"
"akkadian"	"OB"	"dervStem"	"St"
"akkadian"	"OB"	"dervStem"	"Stn"
"akkadian"	"OB"	"dervStem"	"⊤"
"akkadian"	"OB"	"gender"	"f"
"akkadian"	"OB"	"gender"	"m"
"akkadian"	"OB"	"gender"	"⊤"
"akkadian"	"OB"	"genderHead"	"f"
"akkadian"	"OB"	"genderHead"	"m"
"akkadian"	"OB"	"lang"	"akkadian"
"akkadian"	"OB"	"langVar"	"OB"
"akkadian"	"OB"	"ns#type"	"Term"
"akkadian"	"OB"	"ns#type"	"lexid"
"akkadian"	"OB"	"numHead"	"pl"
"akkadian"	"OB"	"numHead"	"sg"
"akkadian"	"OB"	"number"	"pl"
"akkadian"	"OB"	"number"	"sg"
"akkadian"	"OB"	"person"	"p1"
"akkadian"	"OB"	"person"	"p2"
"akkadian"	"OB"	"person"	"p3"
"akkadian"	"OB"	"pos"	"pronoun"
"akkadian"	"OB"	"pos"	"verb"
"akkadian"	"OB"	"proClass"	"demonstrative"
"akkadian"	"OB"	"proClass"	"independent"
"akkadian"	"OB"	"proClass"	"objClitic"
"akkadian"	"OB"	"proClass"	"possInd"
"akkadian"	"OB"	"proClass"	"possessive"
"akkadian"	"OB"	"rootClass"	"CCC"
"akkadian"	"OB"	"rootClass"	"CCa"
"akkadian"	"OB"	"rootClass"	"CCe"
"akkadian"	"OB"	"rootClass"	"CCi"
"akkadian"	"OB"	"rootClass"	"CCu"
"akkadian"	"OB"	"rootClass"	"CCw"
"akkadian"	"OB"	"rootClass"	"CaC"
"akkadian"	"OB"	"rootClass"	"CeC"
"akkadian"	"OB"	"rootClass"	"CiC"
"akkadian"	"OB"	"rootClass"	"CuC"
"akkadian"	"OB"	"rootClass"	"CāC"
"akkadian"	"OB"	"rootClass"	"CēC"
"akkadian"	"OB"	"rootClass"	"CīC"
"akkadian"	"OB"	"rootClass"	"CūC"
"akkadian"	"OB"	"rootClass"	"aCC"
"akkadian"	"OB"	"rootClass"	"alk"
"akkadian"	"OB"	"rootClass"	"eCC"
"akkadian"	"OB"	"rootClass"	"nCC"
"akkadian"	"OB"	"rootClass"	"wCC"
"akkadian"	"OB"	"tam"	"imperative"
"akkadian"	"OB"	"tam"	"perfect"
"akkadian"	"OB"	"tam"	"precative"
"akkadian"	"OB"	"tam"	"present"
"akkadian"	"OB"	"tam"	"preterite"
"akkadian"	"OB"	"tam"	"vetitive"
"akkadian"	"OB"	"verbMorphClass"	"subjMarker"
"akkadian"	"OB"	"verbMorphClass"	"theme"
"alaaba"		"case"	"ablative"
"alaaba"		"case"	"absolutive"
"alaaba"		"case"	"absolutiveEmphatic"
"alaaba"		"case"	"dative"
"alaaba"		"case"	"genitive"
"alaaba"		"case"	"instrumental"
"alaaba"		"case"	"nominative"
"alaaba"		"case"	"possessive"
"alaaba"		"case"	"similative"
"alaaba"		"clauseType"	"co-Subject"
"alaaba"		"clauseType"	"main"
"alaaba"		"clauseType"	"subordinate"
"alaaba"		"dervStem"	""
"alaaba"		"dervStem"	"base"
"alaaba"		"dervStem"	"causative-middle"
"alaaba"		"dervStem"	"causative-passive"
"alaaba"		"dervStem"	"causative-reciprocal"
"alaaba"		"dervStem"	"causativeD"
"alaaba"		"dervStem"	"causativeDouble1"
"alaaba"		"dervStem"	"causativeDouble2"
"alaaba"		"dervStem"	"causativeSimple2"
"alaaba"		"dervStem"	"causativeSimplel1"
"alaaba"		"dervStem"	"causativeSimplel2"
"alaaba"		"dervStem"	"detransitivize"
"alaaba"		"dervStem"	"inchoative"
"alaaba"		"dervStem"	"iterative"
"alaaba"		"dervStem"	"middle"
"alaaba"		"dervStem"	"passive"
"alaaba"		"dervStem"	"passive-caus"
"alaaba"		"dervStem"	"pluractional"
"alaaba"		"dervStem"	"pluractional-transitivize"
"alaaba"		"dervStem"	"pluractional-transitivize-caus"
"alaaba"		"dervStem"	"pluractional-transitivize-causD"
"alaaba"		"dervStem"	"pluractional-transitivize-causative-passive"
"alaaba"		"dervStem"	"reciprocal"
"alaaba"		"dervStem"	"reciprocal-caus"
"alaaba"		"dervStem"	"transitivize"
"alaaba"		"dervStem"	"transitivize-caus"
"alaaba"		"gender"	"f"
"alaaba"		"gender"	"m"
"alaaba"		"gender"	"⊤"
"alaaba"		"genderHead"	"f"
"alaaba"		"genderHead"	"m"
"alaaba"		"lang"	"alaaba"
"alaaba"		"ns#type"	"Term"
"alaaba"		"ns#type"	"lexid"
"alaaba"		"number"	"pl"
"alaaba"		"number"	"polImp"
"alaaba"		"number"	"polite"
"alaaba"		"number"	"politeImpersonal"
"alaaba"		"number"	"sg"
"alaaba"		"pdgmLexLabel"	"ameet"
"alaaba"		"pdgmLexLabel"	"eeb"
"alaaba"		"pdgmLexLabel"	"gaf"
"alaaba"		"pdgmLexLabel"	"hir"
"alaaba"		"pdgmLexLabel"	"hocc"
"alaaba"		"pdgmLexLabel"	"ke"
"alaaba"		"pdgmLexLabel"	"korj"
"alaaba"		"pdgmLexLabel"	"mar"
"alaaba"		"pdgmLexLabel"	"orroo"
"alaaba"		"pdgmLexLabel"	"y"
"alaaba"		"pdgmType"	"exemplary"
"alaaba"		"person"	"p1"
"alaaba"		"person"	"p2"
"alaaba"		"person"	"p3"
"alaaba"		"person"	"⊤"
"alaaba"		"polarity"	"affirmative"
"alaaba"		"polarity"	"negative"
"alaaba"		"pos"	"pronoun"
"alaaba"		"pos"	"verb"
"alaaba"		"proClass"	"absPoss"
"alaaba"		"proClass"	"proClit"
"alaaba"		"proClass"	"proEmph"
"alaaba"		"proClass"	"proInd"
"alaaba"		"proClass"	"proIndClit"
"alaaba"		"proClass"	"reciprocal"
"alaaba"		"proClass"	"reflexive"
"alaaba"		"tam"	"anteriorPerfect"
"alaaba"		"tam"	"converb"
"alaaba"		"tam"	"converbCoRef"
"alaaba"		"tam"	"converbDifRef"
"alaaba"		"tam"	"futureProximate"
"alaaba"		"tam"	"imperative"
"alaaba"		"tam"	"imperfective"
"alaaba"		"tam"	"infinitive"
"alaaba"		"tam"	"perfective"
"alaaba"		"tam"	"posteriorSub"
"alaaba"		"tam"	"progressive"
"alaaba"		"tam"	"progressiveSub"
"alaaba"		"tam"	"purposiveSub"
"alaaba"		"tensefutProx"	""
"alaaba"		"token-aspectMarking"	"⊤"
"alaaba"		"token-onlyVerb"	"⊤"
"alaaba"		"token-personMarkingFull"	"⊤"
"alaaba"		"token-personReduced"	"⊤"
"alaaba"		"valence"	"transitive"
"alaaba"		"verbMorphClass"	"causativeAllomorph"
"alaaba"		"verbMorphClass"	"copula"
"alaaba"		"verbMorphClass"	"dervStem"
"alaaba"		"verbMorphClass"	"diffSubjSuff"
"alaaba"		"verbMorphClass"	"subjMarkerSuff"
"alaaba"		"verbMorphClass"	"subjMarkers"
"alaaba"		"verbMorphClass"	"subjSuff"
"alaaba"		"verbMorphClass"	"tenseAspectMarking"
"arabic"		"aspect"	"imperfective"
"arabic"		"aspect"	"perfect"
"arabic"		"case"	"genObj"
"arabic"		"case"	"nominative"
"arabic"		"case"	"oblique"
"arabic"		"case"	"⊤"
"arabic"		"deixis"	"far"
"arabic"		"deixis"	"near"
"arabic"		"dervStem"	"form1"
"arabic"		"dervStem"	"form2"
"arabic"		"dervStem"	"form3"
"arabic"		"gender"	"c"
"arabic"		"gender"	"f"
"arabic"		"gender"	"m"
"arabic"		"gender"	"⊤"
"arabic"		"infinitiveVar"	"infinitive1"
"arabic"		"infinitiveVar"	"infinitive2"
"arabic"		"infinitivetoken"	"infinitive1"
"arabic"		"infinitivetoken"	"infinitive2"
"arabic"		"lang"	"arabic"
"arabic"		"mood"	"imperative"
"arabic"		"mood"	"indicative"
"arabic"		"mood"	"jussive"
"arabic"		"mood"	"subjunctive"
"arabic"		"ns#type"	"Term"
"arabic"		"ns#type"	"lexid"
"arabic"		"number"	"du"
"arabic"		"number"	"pl"
"arabic"		"number"	"sg"
"arabic"		"person"	"p1"
"arabic"		"person"	"p2"
"arabic"		"person"	"p3"
"arabic"		"pos"	"pronoun"
"arabic"		"pos"	"verb"
"arabic"		"proClass"	"clitic"
"arabic"		"proClass"	"demonstrative"
"arabic"		"proClass"	"independent"
"arabic"		"proClass"	"relative"
"arabic"		"rootClass"	"CCC"
"arabic"		"state"	"constr"
"arabic"		"state"	"nonConstr"
"arabic"		"state"	"⊥"
"arabic"		"stem"	"naʌṣir"
"arabic"		"stem"	"naṣiyr"
"arabic"		"stem"	"nṣuwr"
"arabic"		"tense"	"nonpast"
"arabic"		"tense"	"past"
"arabic"		"verbMorphClass"	"infinitive"
"arabic"		"verbMorphClass"	"participle"
"arabic"		"voice"	"active"
"arabic"		"voice"	"passive"
"arabic"		"voice"	"stative"
"arbore"		"case"	"absolutive"
"arbore"		"case"	"nominative"
"arbore"		"case"	"predicative"
"arbore"		"case"	"⊥"
"arbore"		"clauseType"	"main"
"arbore"		"clauseType"	"relative"
"arbore"		"conjClass"	"prefix"
"arbore"		"conjClass"	"suffix"
"arbore"		"defClass"	"definite"
"arbore"		"defClass"	"indefinite"
"arbore"		"defClass"	"⊥"
"arbore"		"deixis"	"far"
"arbore"		"deixis"	"near"
"arbore"		"dervStem"	"M"
"arbore"		"dervStem"	"S1"
"arbore"		"dervStem"	"S2"
"arbore"		"dervStem"	"T1"
"arbore"		"dervStem"	"T2"
"arbore"		"dervStem"	"T3"
"arbore"		"dervStem"	"T4"
"arbore"		"dervStem"	"base"
"arbore"		"dervStem"	"inchoative"
"arbore"		"focus"	"neutral"
"arbore"		"focus"	"non-subj-focus"
"arbore"		"focus"	"subj-focus"
"arbore"		"gender"	"f"
"arbore"		"gender"	"m"
"arbore"		"gender"	"⊤"
"arbore"		"genderPoss"	"f"
"arbore"		"genderPoss"	"m"
"arbore"		"genderPoss"	"⊤"
"arbore"		"infinitiveClass"	"infinitive-me"
"arbore"		"infinitiveClass"	"infinitive-um"
"arbore"		"lang"	"arbore"
"arbore"		"mood"	"indicative"
"arbore"		"mood"	"non-indicative"
"arbore"		"nonFiniteForm"	"infinitive"
"arbore"		"ns#type"	"Term"
"arbore"		"ns#type"	"lexid"
"arbore"		"numPoss"	"pl"
"arbore"		"numPoss"	"sg"
"arbore"		"number"	"impersonal"
"arbore"		"number"	"pl"
"arbore"		"number"	"sg"
"arbore"		"number"	"⊤"
"arbore"		"number"	"⊥"
"arbore"		"patternClass"	"irreg1-2"
"arbore"		"patternClass"	"pattern1"
"arbore"		"patternClass"	"pattern2"
"arbore"		"pdgmType"	"exemplary"
"arbore"		"pdgmType"	"structure"
"arbore"		"person"	"impersonal"
"arbore"		"person"	"p1"
"arbore"		"person"	"p2"
"arbore"		"person"	"p3"
"arbore"		"person"	"⊤"
"arbore"		"person"	"⊥"
"arbore"		"polarity"	"affirmative"
"arbore"		"polarity"	"negative"
"arbore"		"pos"	"pronoun"
"arbore"		"pos"	"verb"
"arbore"		"prefixGroup"	"T"
"arbore"		"prefixGroup"	"Y"
"arbore"		"prefixGroup"	"n"
"arbore"		"prefixGroup"	"neut"
"arbore"		"prefixGroup"	"t"
"arbore"		"prefixGroup"	"y"
"arbore"		"prefixGroup"	"⊤"
"arbore"		"proClass"	"boundSubject"
"arbore"		"proClass"	"deictic"
"arbore"		"proClass"	"independent"
"arbore"		"proClass"	"possSuff"
"arbore"		"proClass"	"possessive"
"arbore"		"proClass"	"reflEmph"
"arbore"		"selectorGroup"	"amma"
"arbore"		"selectorGroup"	"ma"
"arbore"		"selectorGroup"	"mana"
"arbore"		"selectorGroup"	"maso"
"arbore"		"selectorGroup"	"má"
"arbore"		"selectorGroup"	"mána"
"arbore"		"selectorGroup"	"mán̅"
"arbore"		"selectorGroup"	"máso"
"arbore"		"selectorGroup"	"máy"
"arbore"		"selectorGroup"	"ʔa"
"arbore"		"selectorGroup"	"ʔalɗúna"
"arbore"		"selectorGroup"	"ʔalɗún̅"
"arbore"		"selectorGroup"	"ʔalɗúso"
"arbore"		"selectorGroup"	"ʔalɗúy"
"arbore"		"selectorGroup"	"ʔamma"
"arbore"		"selectorGroup"	"ʔaná"
"arbore"		"selectorGroup"	"ʔan̅"
"arbore"		"selectorGroup"	"ʔasó"
"arbore"		"selectorGroup"	"ʔay"
"arbore"		"selectorGroup"	"ʔí"
"arbore"		"selectorGroup"	"ʔímma"
"arbore"		"selectorGroup"	"ʔína"
"arbore"		"selectorGroup"	"ʔín̅"
"arbore"		"selectorGroup"	"ʔíso"
"arbore"		"selectorGroup"	"ʔíy"
"arbore"		"selectorGroup"	"⊤"
"arbore"		"selectorProClass"	"preVerbSelSubjMarkers"
"arbore"		"selectorProClass"	"preVerbSel_SubjMarkers"
"arbore"		"stemAltClass"	"ad-Class"
"arbore"		"stemAltClass"	"add-Class"
"arbore"		"stemAltClass"	"ahad-Class"
"arbore"		"stemAltClass"	"had-Class"
"arbore"		"stemAltClass"	"is-Class"
"arbore"		"stemAltClass"	"m-Class"
"arbore"		"stemAltClass"	"s-Class"
"arbore"		"stemAltClass"	"w-Class"
"arbore"		"stemClass"	"aa-stem"
"arbore"		"stemClass"	"e-stem"
"arbore"		"stemClass"	"ee-stem"
"arbore"		"stemClass"	"i-stem"
"arbore"		"subconjClass"	"contracting"
"arbore"		"subconjClass"	"nonContracting"
"arbore"		"subjIdent"	"ident"
"arbore"		"subjIdent"	"nonIdent"
"arbore"		"subjVerbAgr"	"agreement"
"arbore"		"subjVerbAgr"	"nonAgr"
"arbore"		"suffType"	"heSuff"
"arbore"		"suffType"	"loSuff"
"arbore"		"suffType"	"seSuff"
"arbore"		"suffType"	"simple"
"arbore"		"suffType"	"tSuff"
"arbore"		"suffType"	"taSuff"
"arbore"		"tam"	"general"
"arbore"		"tam"	"imperative"
"arbore"		"tam"	"imperfect"
"arbore"		"tam"	"jussive"
"arbore"		"tam"	"perfect"
"arbore"		"tam"	"pluperfect"
"arbore"		"tam"	"⊥"
"arbore"		"tokenType"	"suffix"
"awngi"		"clauseType"	"apodosis"
"awngi"		"clauseType"	"compound"
"awngi"		"clauseType"	"converb"
"awngi"		"clauseType"	"desiderative"
"awngi"		"clauseType"	"durative"
"awngi"		"clauseType"	"exobligative"
"awngi"		"clauseType"	"immediate"
"awngi"		"clauseType"	"main"
"awngi"		"clauseType"	"posterior"
"awngi"		"clauseType"	"predestinative"
"awngi"		"clauseType"	"processive"
"awngi"		"clauseType"	"protasis"
"awngi"		"clauseType"	"relSubj"
"awngi"		"clauseType"	"stative"
"awngi"		"clauseType"	"subjunctive"
"awngi"		"clauseType"	"subordinate"
"awngi"		"clauseType"	"temporal"
"awngi"		"clauseType"	"terminative"
"awngi"		"defClass"	"U"
"awngi"		"defClass"	"definite"
"awngi"		"defClass"	"indefinite"
"awngi"		"defClass"	"⊤"
"awngi"		"gender"	"f"
"awngi"		"gender"	"m"
"awngi"		"gender"	"⊤"
"awngi"		"lang"	"awngi"
"awngi"		"ns#type"	"Term"
"awngi"		"ns#type"	"lexid"
"awngi"		"number"	"pl"
"awngi"		"number"	"sg"
"awngi"		"person"	"p1"
"awngi"		"person"	"p2"
"awngi"		"person"	"p3"
"awngi"		"person"	"⊤"
"awngi"		"polarity"	"U"
"awngi"		"polarity"	"affirmative"
"awngi"		"polarity"	"negative"
"awngi"		"polarity"	"⊤"
"awngi"		"pos"	"verb"
"awngi"		"tam"	"converb"
"awngi"		"tam"	"definite"
"awngi"		"tam"	"imperative"
"awngi"		"tam"	"imperfect"
"awngi"		"tam"	"order"
"awngi"		"tam"	"perfect"
"awngi"		"varB"	"varB1"
"awngi"		"varB"	"varB2"
"awngi"		"varB"	"varB3"
"awngi"		"varB"	"varBx"
"awngi"		"varClass"	"U"
"awngi"		"varClass"	"var1"
"awngi"		"varClass"	"var2"
"awngi"		"varClass"	"varA"
"awngi"		"varClass"	"varB"
"awngi"		"varClass"	"⊤"
"awngi"		"verbMorphClass"	"suffAlternate"
"bayso"		"case"	"object"
"bayso"		"case"	"objectIndirect"
"bayso"		"case"	"subject"
"bayso"		"conjClass"	"conjugation1"
"bayso"		"conjClass"	"conjugation2"
"bayso"		"conjClass"	"conjugation3"
"bayso"		"conjClass"	"conjugation4"
"bayso"		"dervStemAug"	"at_sat-Extension"
"bayso"		"dervStemAug"	"autobenefactivization"
"bayso"		"dervStemAug"	"comb-Extension"
"bayso"		"dervStemAug"	"inchoativization"
"bayso"		"dervStemAug"	"m-Extension"
"bayso"		"dervStemAug"	"reduplication"
"bayso"		"dervStemAug"	"reflexivization"
"bayso"		"dervStemAug"	"t-Extension"
"bayso"		"dervStemAug"	"transitivization"
"bayso"		"dervStemAug"	"transitivization2arh"
"bayso"		"gender"	"f"
"bayso"		"gender"	"m"
"bayso"		"gender"	"⊤"
"bayso"		"genderObj"	"f"
"bayso"		"genderObj"	"m"
"bayso"		"genderObj"	"⊤"
"bayso"		"lang"	"bayso"
"bayso"		"nounMorphClass"	"number"
"bayso"		"ns#type"	"Term"
"bayso"		"ns#type"	"lexid"
"bayso"		"numObj"	"pl"
"bayso"		"numObj"	"sg"
"bayso"		"numRef"	"multi"
"bayso"		"numRef"	"paucal"
"bayso"		"numRef"	"singulative"
"bayso"		"numRef"	"unit"
"bayso"		"number"	"pl"
"bayso"		"number"	"sg"
"bayso"		"number"	"⊤"
"bayso"		"numberGender"	"f"
"bayso"		"numberGender"	"m"
"bayso"		"numberGender"	"pl"
"bayso"		"person"	"p1"
"bayso"		"person"	"p2"
"bayso"		"person"	"p3"
"bayso"		"person"	"⊤"
"bayso"		"polarity"	"affirmative"
"bayso"		"polarity"	"negative"
"bayso"		"pos"	"noun"
"bayso"		"pos"	"pronoun"
"bayso"		"pos"	"verb"
"bayso"		"proClass"	"independent"
"bayso"		"proClass"	"possessive"
"bayso"		"tam"	"dubitativePast"
"bayso"		"tam"	"future"
"bayso"		"tam"	"future1"
"bayso"		"tam"	"future2"
"bayso"		"tam"	"future3"
"bayso"		"tam"	"futureProximate1"
"bayso"		"tam"	"futureProximate2"
"bayso"		"tam"	"imperative"
"bayso"		"tam"	"imperativeJussive"
"bayso"		"tam"	"imperfectComp"
"bayso"		"tam"	"imperfectGeneral"
"bayso"		"tam"	"imperfectPast"
"bayso"		"tam"	"imperfectPresent"
"bayso"		"tam"	"imperfectSimple"
"bayso"		"tam"	"jussive"
"bayso"		"tam"	"non-past"
"bayso"		"tam"	"past"
"bayso"		"tam"	"perfectComp1"
"bayso"		"tam"	"perfectComp2"
"bayso"		"tam"	"perfectSimple"
"bayso"		"tam"	"prefectPast"
"bayso"		"tam"	"present"
"bayso"		"tam"	"⊤"
"bayso"		"tamStemForm"	"dubitative"
"bayso"		"tamStemForm"	"imperfect"
"bayso"		"tamStemForm"	"proximal"
"bayso"		"tokenType"	"stem"
"bayso"		"verbMorphClass"	"copula"
"bayso"		"verbMorphClass"	"dervStem"
"bayso"		"verbMorphClass"	"persSuff"
"bayso"		"verbMorphClass"	"preVerbParticles"
"bayso"		"verbMorphClass"	"tnsAspModStem"
"beja"	"amarʔar"	"case"	"object"
"beja"	"amarʔar"	"case"	"possessive"
"beja"	"amarʔar"	"lang"	"beja"
"beja"	"amarʔar"	"langVar"	"amarʔar"
"beja"	"amarʔar"	"langVar"	"arteiga"
"beja"	"amarʔar"	"ns#type"	"Term"
"beja"	"amarʔar"	"number"	"pl"
"beja"	"amarʔar"	"number"	"sg"
"beja"	"amarʔar"	"pdgmType"	"structure"
"beja"	"amarʔar"	"pos"	"pronoun"
"beja"	"arteiga"	"case"	"nom_obj"
"beja"	"arteiga"	"case"	"nominative"
"beja"	"arteiga"	"case"	"object"
"beja"	"arteiga"	"case"	"possessive"
"beja"	"arteiga"	"conjClass"	"prefix"
"beja"	"arteiga"	"conjClass"	"suffix"
"beja"	"arteiga"	"conjType"	"irregular"
"beja"	"arteiga"	"defClass"	"defClass1"
"beja"	"arteiga"	"defClass"	"defClass2"
"beja"	"arteiga"	"defClass"	"defClass3"
"beja"	"arteiga"	"deixis"	"far"
"beja"	"arteiga"	"deixis"	"near"
"beja"	"arteiga"	"dervStem"	"B"
"beja"	"arteiga"	"dervStem"	"M"
"beja"	"arteiga"	"dervStem"	"R"
"beja"	"arteiga"	"dervStem"	"S"
"beja"	"arteiga"	"dervStem"	"S2"
"beja"	"arteiga"	"dervStem"	"SM"
"beja"	"arteiga"	"dervStem"	"T"
"beja"	"arteiga"	"dervStemAug"	"intensive"
"beja"	"arteiga"	"dervStemAug"	"simple"
"beja"	"arteiga"	"gender"	"f"
"beja"	"arteiga"	"gender"	"m"
"beja"	"arteiga"	"gender"	"⊤"
"beja"	"arteiga"	"lang"	"beja"
"beja"	"arteiga"	"langVar"	"amarʔar"
"beja"	"arteiga"	"langVar"	"arteiga"
"beja"	"arteiga"	"langVar"	"bishari"
"beja"	"arteiga"	"langVar"	"hadendowa"
"beja"	"arteiga"	"nonFiniteForm"	"participle"
"beja"	"arteiga"	"ns#type"	"Term"
"beja"	"arteiga"	"ns#type"	"lexid"
"beja"	"arteiga"	"number"	"pl"
"beja"	"arteiga"	"number"	"sg"
"beja"	"arteiga"	"number"	"⊤"
"beja"	"arteiga"	"participle"	"conjunctive"
"beja"	"arteiga"	"participle"	"future"
"beja"	"arteiga"	"participle"	"negative"
"beja"	"arteiga"	"participle"	"past"
"beja"	"arteiga"	"participle"	"present"
"beja"	"arteiga"	"participle"	"⊤"
"beja"	"arteiga"	"pdgmSubType"	"copula"
"beja"	"arteiga"	"pdgmType"	"structure"
"beja"	"arteiga"	"person"	"p1"
"beja"	"arteiga"	"person"	"p2"
"beja"	"arteiga"	"person"	"p3"
"beja"	"arteiga"	"pluralClass"	"A"
"beja"	"arteiga"	"pluralClass"	"B"
"beja"	"arteiga"	"pluralClass"	"C"
"beja"	"arteiga"	"polarity"	"affirmative"
"beja"	"arteiga"	"polarity"	"negative"
"beja"	"arteiga"	"pos"	"noun"
"beja"	"arteiga"	"pos"	"postposition"
"beja"	"arteiga"	"pos"	"pronoun"
"beja"	"arteiga"	"pos"	"verb"
"beja"	"arteiga"	"postposition"	"ablative"
"beja"	"arteiga"	"postposition"	"equative"
"beja"	"arteiga"	"postposition"	"locative"
"beja"	"arteiga"	"postpositionClass"	"A"
"beja"	"arteiga"	"postpositionClass"	"B"
"beja"	"arteiga"	"proClass"	"defMarker"
"beja"	"arteiga"	"proClass"	"demonstrative"
"beja"	"arteiga"	"proClass"	"independent"
"beja"	"arteiga"	"proClass"	"possObj"
"beja"	"arteiga"	"rootClass"	"CCC"
"beja"	"arteiga"	"rootClass"	"CCY"
"beja"	"arteiga"	"rootClass"	"CVC"
"beja"	"arteiga"	"rootClass"	"invariable"
"beja"	"arteiga"	"tam"	"aorist"
"beja"	"arteiga"	"tam"	"future"
"beja"	"arteiga"	"tam"	"imperative"
"beja"	"arteiga"	"tam"	"jussive"
"beja"	"arteiga"	"tam"	"optative"
"beja"	"arteiga"	"tam"	"past"
"beja"	"arteiga"	"tam"	"present"
"beja"	"arteiga"	"tam"	"⊤"
"beja"	"arteiga"	"tamStemClass"	"aorClass"
